#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06971	uniprotkb:P05820	intact:EBI-1116714|uniprotkb:P71280|uniprotkb:P75665	intact:EBI-6413473	psi-mi:fhua_ecoli(display_long)|uniprotkb:JW0146(locus name)|uniprotkb:fhuA(gene name)|psi-mi:fhuA(display_short)|uniprotkb:tonA(gene name synonym)|uniprotkb:b0150(locus name)|uniprotkb:Ferric hydroxamate uptake(gene name synonym)|uniprotkb:Ferric hydroxamate receptor(gene name synonym)|uniprotkb:Ferrichrome-iron receptor(gene name synonym)	psi-mi:ceam_ecolx(display_long)|uniprotkb:cma(gene name)|psi-mi:cma(display_short)	psi-mi:"MI:0405"(competition binding)	Helbig et al. (2011)	pubmed:21148729|imex:IM-18380	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:562(ecolx)|taxid:562(Escherichia coli)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6413477|mpidb:MPIDB-INT-1522|imex:IM-18380-1	intact-miscore:0.40
uniprotkb:P73117	uniprotkb:P74180	intact:EBI-1612578	intact:EBI-1618542	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:ftsw_syny3(display_long)|uniprotkb:ftsW(gene name)|psi-mi:ftsW(display_short)|uniprotkb:Cell division protein FtsW(gene name synonym)|uniprotkb:Cell wall polymerase(gene name synonym)|uniprotkb:Peptidoglycan polymerase(gene name synonym)|uniprotkb:slr1267(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408248|mpidb:MPIDB-INT-2065|imex:IM-18491-6	intact-miscore:0.37
uniprotkb:P73457	uniprotkb:Q55683	intact:EBI-1614295	intact:EBI-1624747	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:q55683_syny3(display_long)|uniprotkb:ponA(gene name)|psi-mi:ponA(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408290|mpidb:MPIDB-INT-2058|imex:IM-18491-13	intact-miscore:0.37
uniprotkb:P73218	uniprotkb:P74216	intact:EBI-1613083	intact:EBI-1618724	psi-mi:p73218_syny3(display_long)|uniprotkb:mrcB(gene name)|psi-mi:mrcB(display_short)	psi-mi:p74216_syny3(display_long)|uniprotkb:mrcA(gene name)|psi-mi:mrcA(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408296|mpidb:MPIDB-INT-2057|imex:IM-18491-14	intact-miscore:0.37
uniprotkb:Q55683	uniprotkb:P73117	intact:EBI-1624747	intact:EBI-1612578	psi-mi:q55683_syny3(display_long)|uniprotkb:ponA(gene name)|psi-mi:ponA(display_short)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408284|mpidb:MPIDB-INT-2059|imex:IM-18491-12	intact-miscore:0.37
uniprotkb:P74180	uniprotkb:P73117	intact:EBI-1618542	intact:EBI-1612578	psi-mi:ftsw_syny3(display_long)|uniprotkb:ftsW(gene name)|psi-mi:ftsW(display_short)|uniprotkb:Cell division protein FtsW(gene name synonym)|uniprotkb:Cell wall polymerase(gene name synonym)|uniprotkb:Peptidoglycan polymerase(gene name synonym)|uniprotkb:slr1267(locus name)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408272|mpidb:MPIDB-INT-2061|imex:IM-18491-10	intact-miscore:0.37
uniprotkb:Q55683	uniprotkb:P73218	intact:EBI-1624747	intact:EBI-1613083	psi-mi:q55683_syny3(display_long)|uniprotkb:ponA(gene name)|psi-mi:ponA(display_short)	psi-mi:p73218_syny3(display_long)|uniprotkb:mrcB(gene name)|psi-mi:mrcB(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408278|mpidb:MPIDB-INT-2060|imex:IM-18491-11	intact-miscore:0.37
uniprotkb:P73457	uniprotkb:P74216	intact:EBI-1614295	intact:EBI-1618724	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:p74216_syny3(display_long)|uniprotkb:mrcA(gene name)|psi-mi:mrcA(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408308|mpidb:MPIDB-INT-2055|imex:IM-18491-16	intact-miscore:0.37
uniprotkb:P73457	uniprotkb:Q55683	intact:EBI-1614295	intact:EBI-1624747	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:q55683_syny3(display_long)|uniprotkb:ponA(gene name)|psi-mi:ponA(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408314|mpidb:MPIDB-INT-2054|imex:IM-18491-17	intact-miscore:0.37
uniprotkb:P73457	uniprotkb:P73117	intact:EBI-1614295	intact:EBI-1612578	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408320|mpidb:MPIDB-INT-2053|imex:IM-18491-18	intact-miscore:0.55
uniprotkb:Q55559	uniprotkb:P73457	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1614295	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408326|mpidb:MPIDB-INT-2052|imex:IM-18491-19	intact-miscore:0.55
uniprotkb:Q55683	uniprotkb:P73218	intact:EBI-1624747	intact:EBI-1613083	psi-mi:q55683_syny3(display_long)|uniprotkb:ponA(gene name)|psi-mi:ponA(display_short)	psi-mi:p73218_syny3(display_long)|uniprotkb:mrcB(gene name)|psi-mi:mrcB(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408302|mpidb:MPIDB-INT-2056|imex:IM-18491-15	intact-miscore:0.37
uniprotkb:Q55559	uniprotkb:P73117	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1612578	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408338|mpidb:MPIDB-INT-2050|imex:IM-18491-21	intact-miscore:0.55
uniprotkb:P73457	uniprotkb:P73457	intact:EBI-1614295	intact:EBI-1614295	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408332|mpidb:MPIDB-INT-2051|imex:IM-18491-20	intact-miscore:0.55
uniprotkb:P73457	uniprotkb:Q55559	intact:EBI-1614295	intact:EBI-591951|intact:EBI-1624045	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408344|mpidb:MPIDB-INT-2049|imex:IM-18491-22	intact-miscore:0.55
uniprotkb:Q55559	uniprotkb:Q55559	intact:EBI-591951|intact:EBI-1624045	intact:EBI-591951|intact:EBI-1624045	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19542290|imex:IM-18491	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408350|mpidb:MPIDB-INT-2048|imex:IM-18491-23	intact-miscore:0.55
uniprotkb:P73081	uniprotkb:P73456	intact:EBI-1612385	intact:EBI-591904|intact:EBI-1614285	psi-mi:p73081_syny3(display_long)|uniprotkb:sll1939(locus name)	psi-mi:ftsz_syny3(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sll1633(locus name)	psi-mi:"MI:0400"(affinity technology)	Marbouty et al. (2009)	pubmed:19648234|imex:IM-18294	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6512846|mpidb:MPIDB-INT-1177|imex:IM-18294-2	intact-miscore:0.40
uniprotkb:P73456	uniprotkb:P73376	intact:EBI-591904|intact:EBI-1614285	intact:EBI-1613816	psi-mi:ftsz_syny3(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sll1633(locus name)	psi-mi:sepf_syny3(display_long)|uniprotkb:sepF(gene name)|psi-mi:sepF(display_short)|uniprotkb:slr2073(locus name)	psi-mi:"MI:0400"(affinity technology)	Marbouty et al. (2009)	pubmed:19648234|imex:IM-18294	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408437|mpidb:MPIDB-INT-1177|imex:IM-18294-1	intact-miscore:0.40
uniprotkb:P74048	uniprotkb:P74048	intact:EBI-1624428	intact:EBI-1624428	psi-mi:p74048_syny3(display_long)|uniprotkb:slr0815(locus name)	psi-mi:p74048_syny3(display_long)|uniprotkb:slr0815(locus name)	psi-mi:"MI:0276"(blue native page)	Boehm et al. (2009)	pubmed:19684140|imex:IM-18296	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408585|mpidb:MPIDB-INT-1215|imex:IM-18296-7	intact-miscore:0.40
uniprotkb:P73049	uniprotkb:P73049	intact:EBI-1612233	intact:EBI-1612233	psi-mi:p73049_syny3(display_long)|uniprotkb:slr1768(locus name)	psi-mi:p73049_syny3(display_long)|uniprotkb:slr1768(locus name)	psi-mi:"MI:0276"(blue native page)	Boehm et al. (2009)	pubmed:19684140|imex:IM-18296	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408575|mpidb:MPIDB-INT-1208|imex:IM-18296-5	intact-miscore:0.40
uniprotkb:P72754	uniprotkb:P72754	intact:EBI-1610026	intact:EBI-1610026	psi-mi:p72754_syny3(display_long)|uniprotkb:phb(gene name)|psi-mi:phb(display_short)	psi-mi:p72754_syny3(display_long)|uniprotkb:phb(gene name)|psi-mi:phb(display_short)	psi-mi:"MI:0276"(blue native page)	Boehm et al. (2009)	pubmed:19684140|imex:IM-18296	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408590|mpidb:MPIDB-INT-1214|imex:IM-18296-8	intact-miscore:0.40
uniprotkb:P72655	uniprotkb:P72655	intact:EBI-1609441	intact:EBI-1609441	psi-mi:y1128_syny3(display_long)|uniprotkb:slr1128(locus name)	psi-mi:y1128_syny3(display_long)|uniprotkb:slr1128(locus name)	psi-mi:"MI:0276"(blue native page)	Boehm et al. (2009)	pubmed:19684140|imex:IM-18296	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408600|mpidb:MPIDB-INT-1217|imex:IM-18296-10	intact-miscore:0.40
uniprotkb:P73081	uniprotkb:Q55559	intact:EBI-1612385	intact:EBI-591951|intact:EBI-1624045	psi-mi:p73081_syny3(display_long)|uniprotkb:sll1939(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409019|mpidb:MPIDB-INT-1255|imex:IM-18299-24	intact-miscore:0.51
uniprotkb:P73376	uniprotkb:Q55559	intact:EBI-1613816	intact:EBI-591951|intact:EBI-1624045	psi-mi:sepf_syny3(display_long)|uniprotkb:sepF(gene name)|psi-mi:sepF(display_short)|uniprotkb:slr2073(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409025|mpidb:MPIDB-INT-1254|imex:IM-18299-25	intact-miscore:0.51
uniprotkb:Q55559	uniprotkb:Q55436	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1610787	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:q55436_syny3(display_long)|uniprotkb:slr0848(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6409013|mpidb:MPIDB-INT-1256|imex:IM-18299-23	intact-miscore:0.51
uniprotkb:Q55559	uniprotkb:P72971	intact:EBI-591951|intact:EBI-1624045	intact:EBI-1612452	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408887|mpidb:MPIDB-INT-1248|imex:IM-18299-6	intact-miscore:0.37
uniprotkb:P72971	uniprotkb:P73117	intact:EBI-1612452	intact:EBI-1612578	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408895|mpidb:MPIDB-INT-1247|imex:IM-18299-7	intact-miscore:0.37
uniprotkb:P73117	uniprotkb:P73117	intact:EBI-1612578	intact:EBI-1612578	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408901|mpidb:MPIDB-INT-1246|imex:IM-18299-8	intact-miscore:0.55
uniprotkb:Q55436	uniprotkb:Q55559	intact:EBI-1610787	intact:EBI-591951|intact:EBI-1624045	psi-mi:q55436_syny3(display_long)|uniprotkb:slr0848(locus name)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408861|mpidb:MPIDB-INT-1252|imex:IM-18299-2	intact-miscore:0.51
uniprotkb:Q55436	uniprotkb:Q55436	intact:EBI-1610787	intact:EBI-1610787	psi-mi:q55436_syny3(display_long)|uniprotkb:slr0848(locus name)	psi-mi:q55436_syny3(display_long)|uniprotkb:slr0848(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408855|mpidb:MPIDB-INT-1253|imex:IM-18299-1	intact-miscore:0.37
uniprotkb:P72971	uniprotkb:P73457	intact:EBI-1612452	intact:EBI-1614295	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408881|mpidb:MPIDB-INT-1249|imex:IM-18299-5	intact-miscore:0.37
uniprotkb:P73117	uniprotkb:P72971	intact:EBI-1612578	intact:EBI-1612452	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408875|mpidb:MPIDB-INT-1250|imex:IM-18299-4	intact-miscore:0.37
uniprotkb:P72971	uniprotkb:P72971	intact:EBI-1612452	intact:EBI-1612452	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:p72971_syny3(display_long)|uniprotkb:slr1593(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408869|mpidb:MPIDB-INT-1251|imex:IM-18299-3	intact-miscore:0.37
uniprotkb:P73117	uniprotkb:P73457	intact:EBI-1612578	intact:EBI-1614295	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:p73457_syny3(display_long)|uniprotkb:sll1632(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408907|mpidb:MPIDB-INT-1245|imex:IM-18299-9	intact-miscore:0.55
uniprotkb:P73117	uniprotkb:Q55559	intact:EBI-1612578	intact:EBI-591951|intact:EBI-1624045	psi-mi:p73117_syny3(display_long)|uniprotkb:ftsI(gene name)|psi-mi:ftsI(display_short)	psi-mi:q55559_syny3(display_long)|uniprotkb:sll0169(locus name)	psi-mi:"MI:0014"(adenylate cyclase complementation)	Marbouty et al. (2009)	pubmed:19737354|imex:IM-18299	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	taxid:1111708(syny3)|taxid:1111708("Synechocystis sp. (strain PCC 6803 / Kazusa)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0903"(mpidb)	intact:EBI-6408913|mpidb:MPIDB-INT-1244|imex:IM-18299-10	intact-miscore:0.55
