#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:A0A0H2Z989	uniprotkb:A0A0H2Z989	uniprotkb:A0A0H2Z989|rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|irogid:30433072	uniprotkb:A0A0H2Z989|rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|irogid:30433072	uniprotkb:A0A0H2Z989_PSEAB|crogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|icrogid:30433072	uniprotkb:A0A0H2Z989_PSEAB|crogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963|icrogid:30433072	psi-mi:"MI:0071"(molecular sieving)	bernhards-2013-1	pubmed:23279839	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-8288491|rigid:LjUWnzk/C+zypl0T+u5AX1gExGA|edgetype:Y	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963	rogid:FktaT52lY0EbdSi5WQg2W7wrTVQ208963	rigid:LjUWnzk/C+zypl0T+u5AX1gExGA	false	-	-	-	-	-	-
complex:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02MM1	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	crogid:TSh/MQAh4yDo+P0HII7oDHOVXuI|icrogid:2138478	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-4	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178730|rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI	false	-	-	-	-	-	-
complex:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02MM0	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:TSh/MQAh4yDo+P0HII7oDHOVXuI|icrogid:2138478	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-4	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178730|rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI	false	-	-	-	-	-	-
complex:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02ML9	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:TSh/MQAh4yDo+P0HII7oDHOVXuI|icrogid:2138478	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-4	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178730|rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:562(Escherichia coli)	-	2018/01/22	2018/01/22	rogid:TSh/MQAh4yDo+P0HII7oDHOVXuI	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:TSh/MQAh4yDo+P0HII7oDHOVXuI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM0	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199903E|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02ML9	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199903E|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM1	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199903E|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM1	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-10	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178854|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM0	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-10	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178854|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02ML9	rogid:v/aem5tippATC57AnmzI1Y4meUI	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:v/aem5tippATC57AnmzI1Y4meUI|icrogid:2165520	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-10	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178854|rigid:v/aem5tippATC57AnmzI1Y4meUI|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:v/aem5tippATC57AnmzI1Y4meUI	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:v/aem5tippATC57AnmzI1Y4meUI	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02ML9	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199905E|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM0	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199905E|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM1	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(dip)	dip:DIP-199905E|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM1	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-8	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178815|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM0	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02MM0|rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|irogid:34764054	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY2_PSEAB|crogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963|icrogid:34764054	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-8	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178815|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:OOdLe6rO7fe307k4AyGvmQE+8cg208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
complex:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02ML9	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	uniprotkb:Q02ML9|rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|irogid:27126070	crogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|icrogid:2208860	uniprotkb:CSY1_PSEAB|crogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963|icrogid:27126070	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-8	pubmed:26416740	-	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(intact)	intact:EBI-16178815|rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js|edgetype:C	hpr:12|lpr:12|np:1	psi-mi:"MI:1062"(bipartite expansion)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0315"(protein complex)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	rogid:98m9LNvpxc6XFOh3Rf4PhwJf+o0208963	rigid:0cOb8+Gj4JLBW/Dw/7YSdz8v1Js	false	-	-	-	-	-	-
uniprotkb:Q02MM1	uniprotkb:L7P7M1	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	entrezgene/locuslink:14515639|uniprotkb:L7P7M1|rogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260|irogid:226296484	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	hgnc:H380_gp35|uniprotkb:L7P7M1_9CAUD|crogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260|icrogid:226296484	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	taxid:1223260(Pseudomonas phage JBD30)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-199898E|rigid:wc954It4gIy1TOmVDEx3nEAhpyg|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260	rigid:wc954It4gIy1TOmVDEx3nEAhpyg	false	-	-	-	-	-	-
uniprotkb:Q02MM1	uniprotkb:L7P7M1	uniprotkb:Q02MM1|rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|irogid:26847969	entrezgene/locuslink:14515639|uniprotkb:L7P7M1|rogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260|irogid:226296484	uniprotkb:CSY3_PSEAB|crogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963|icrogid:26847969	hgnc:H380_gp35|uniprotkb:L7P7M1_9CAUD|crogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260|icrogid:226296484	psi-mi:"MI:0071"(molecular sieving)	bondy_denomy-2015-14	pubmed:26416740	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	taxid:1223260(Pseudomonas phage JBD30)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0469"(intact)	intact:EBI-16178958|rigid:wc954It4gIy1TOmVDEx3nEAhpyg|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:-1(-)	-	2018/01/22	2018/01/22	rogid:8bH83Af+fS+NAMQdTWh3bqaELIQ208963	rogid:kYzyCVd4ZwEJ2Dsc2DDB06dJUmo1223260	rigid:wc954It4gIy1TOmVDEx3nEAhpyg	false	-	-	-	-	-	-
uniprotkb:Q02ML8	uniprotkb:L7P7R7	uniprotkb:Q02ML8|rogid:YRN/qIpMy6lTTU+NgG7ufhPtbjU208963|irogid:193253739	entrezgene/locuslink:14515520|uniprotkb:L7P7R7|rogid:udySGT004O5Aa5K+oCJxLq8dbBc1223261|irogid:253788753	uniprotkb:CAS3_PSEAB|crogid:YRN/qIpMy6lTTU+NgG7ufhPtbjU208963|icrogid:193253739	hgnc:H387_gp35|uniprotkb:L7P7R7_9CAUD|crogid:udySGT004O5Aa5K+oCJxLq8dbBc1223261|icrogid:253788753	psi-mi:"MI:0071"(molecular sieving)	-	pubmed:26416740	taxid:208963(Pseudomonas aeruginosa UCBPP-PA14)	taxid:1223261(Pseudomonas phage JBD5)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0465"(dip)	dip:DIP-199897E|rigid:K6dUKDgt4nQGxOhQsO5vLzBpmZU|edgetype:X	hpr:12|lpr:12|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:YRN/qIpMy6lTTU+NgG7ufhPtbjU208963	rogid:udySGT004O5Aa5K+oCJxLq8dbBc1223261	rigid:K6dUKDgt4nQGxOhQsO5vLzBpmZU	false	-	-	-	-	-	-
