#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161652|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161653|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161654|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161655|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161656|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161657|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161658|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161659|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161660|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161660|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161661|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161661|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161662|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161662|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161663|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161664|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161664|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	ddbj/embl/genbank:AAC64521|genbank_protein_gi:AAC64521|rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|irogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	crogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964|icrogid:49611572	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15226509	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:161665|rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg|edgetype:X	hpr:1|lpr:1|np:2	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rogid:rzo1emW+T0Xjkfz34tqQEsuL27k208964	rigid:kGJT5UhfHN1rr32FUzHyHw9pNPg	false	-	-	-	-	-	-
