"Strain","Assembly Status","Replicon","Locus Tag","RefSeq Accession","GI Number","UniProtKB Accession","UniProtKB ID","Uniparc","UniRef100 ID","UniRef90 ID","UniRef50 ID","NCBI Locus Tag","NCBI Old Locus Tag","Affymetrix","Feature Type","Coordinates","Gene Length","Gene Name","Product Description","Product Name Confidence","Estimated MW (kDa)","Estimated Isoelectric Point (pI)","Estimated Charge (ph7)",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_15510","YP_789380.1","116051781","Q02RQ6","Q02RQ6_PSEAB","UPI0000396196","UniRef100_Q02RQ6","UniRef90_Q02RQ6","UniRef50_P17907","PA14_15510","","","CDS","1312655..1313026(+)","372","traJ","conjugal transfer relaxosome component TraJ","","14.0","8.43","0.96",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_61280","YP_793091.1","116052774","Q02G45","Q02G45_PSEAB","UPI00000C5D9B","UniRef100_Q9HVG0","UniRef90_Q9HVG0","UniRef50_Q9HVG0","PA14_61280","","","CDS","5470313..5471338(-)","1026","","epimerase","","37.2","7.71","2.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_20480","YP_789780.1","116051387","Q02QK6","Q02QK6_PSEAB","UPI0000E4497D","UniRef100_Q02QK6","UniRef90_A6V259","UniRef50_A6V259","PA14_20480","","","CDS","1759426..1759704(-)","279","","hypothetical protein","","9.9","4.12","-6.01",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_66230","YP_793479.1","116053158","Q02F07","Q02F07_PSEAB","UPI000045D4EC","UniRef100_Q02F07","UniRef90_Q9HUF6","UniRef50_G8Q3T6","PA14_66230","","","CDS","5900065..5901186(-)","1122","waaG","UDP-glucose:(heptosyl) LPS alpha 1,3-glucosyltransferase WaaG","","42.1","8.08","2.84",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_25230","YP_790170.1","116051004","Q02PG6","Q02PG6_PSEAB","UPI0000395F72","UniRef100_Q02PG6","UniRef90_Q9HZK3","UniRef50_Q4KFB0","PA14_25230","","","CDS","2205023..2208469(-)","3447","mfd","transcription-repair coupling factor","","128.8","5.71","-18.30",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_71260","YP_793872.1","116053545","Q02DW4","Q02DW4_PSEAB","UPI0000396B36","UniRef100_A0A022NPP9","UniRef90_Q9HTG6","UniRef50_Q9HTG6","PA14_71260","","","CDS","6348797..6350857(+)","2061","","FMN oxidoreductase","","75.7","5.89","-13.28",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30100","YP_790564.1","116050617","Q02NC2","Q02NC2_PSEAB","UPI0000395E5B","UniRef100_Q02NC2","UniRef90_Q02NC2","UniRef50_A0A0B7DEB7","PA14_30100","","","CDS","2606611..2607780(-)","1170","","hypothetical protein","","44.1","4.12","-38.65",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_35150","YP_790961.1","116050222","Q02M75","Q02M75_PSEAB","UPI000045D2AB","UniRef100_S0IMY5","UniRef90_A0A0A8RRL3","UniRef50_P75691","PA14_35150","","","CDS","3127512..3128573(+)","1062","","alcohol dehydrogenase","","38.1","6.69","-2.18",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_40220","YP_791361.1","116049832","Q02L25","Q02L25_PSEAB","UPI000045D20E","UniRef100_W0YQQ3","UniRef90_B7VAZ5","UniRef50_Q2SKN3","PA14_40220","","","CDS","3583268..3583846(+)","579","","hypothetical protein","","21.9","5.37","-6.37",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45840","YP_791812.1","116049385","Q02JS4","Q02JS4_PSEAB","UPI00000C5382","UniRef100_W0YN17","UniRef90_A6V858","UniRef50_K0WPV7","PA14_45840","","","CDS","4073921..4074508(+)","588","","hypothetical protein","","22.4","3.88","-32.66",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04250","YP_788496.1","116054053","Q02U90","Q02U90_PSEAB","UPI0000E448B7","UniRef100_Q02U90","UniRef90_V6A857","UniRef50_B9K3X4","PA14_04250","","","CDS","380250..381299(-)","1050","","ABC transporter ATP-binding protein","","38.0","6.80","-0.64",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50700","YP_792212.1","116048986","Q02IM4","Q02IM4_PSEAB","UPI0000E44B65","UniRef100_Q02IM4","UniRef90_Q02IM4","UniRef50_Q02IM4","PA14_50700","","","CDS","4502712..4503236(-)","525","shaC","ShaC","Class 1","19.3","7.58","0.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09180","YP_788885.1","116052270","Q02T51","Q02T51_PSEAB","UPI0000137E8F","UniRef100_Q9HWG0","UniRef90_Q9HWG0","UniRef50_Q890X9","PA14_09180","","","CDS","775225..778062(-)","2838","uvrA","excinuclease ABC subunit A","","104.5","6.61","-5.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_55400","YP_792605.1","116048596","Q02HI1","Q02HI1_PSEAB","UPI000045D57E","UniRef100_Q02HI1","UniRef90_Q02HI1","UniRef50_Q9I5N6","PA14_55400","","","CDS","4917899..4930432(-)","12534","","hypothetical protein","","429.2","4.46","-126.53",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_14320","YP_789285.1","116051872","","","","","","","PA14_14320","","","CDS","1221589..1222182(+)","594","","hypothetical protein","","21.5","10.43","8.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60110","YP_792999.1","116052683","Q02GD7","Q02GD7_PSEAB","UPI00001B251D","UniRef100_Q02GD7","UniRef90_Q02GD7","UniRef50_Q02GD7","PA14_60110","","","CDS","5354046..5354756(-)","711","","hypothetical protein","","26.2","9.55","5.16",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_19330","YP_789684.1","116051483","Q02QV2","Y1933_PSEAB","UPI00000C5A25","UniRef100_B7UYN4","UniRef90_B7UYN4","UniRef50_B7UYN4","PA14_19330","","","CDS","1667115..1667345(-)","231","","hypothetical protein","","8.7","4.18","-8.56",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_64940","YP_793385.1","116053066","Q02FA1","Q02FA1_PSEAB","UPI0000E44C42","UniRef100_S0HUG0","UniRef90_Q9HUP6","UniRef50_Q9HUP6","PA14_64940","","","CDS","5788477..5789079(-)","603","","hypothetical protein","","22.4","8.61","5.26",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_24100","YP_790078.1","116051091","Q02PQ8","Q02PQ8_PSEAB","UPI000012BC72","UniRef100_P25061","UniRef90_P25061","UniRef50_P25061","PA14_24100","","","CDS","2091810..2092334(+)","525","xcpZ","general secretion pathway protein M","","19.3","9.73","2.71",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_70070","YP_793781.1","116053454","Q02E55","Q02E55_PSEAB","UPI0000E44C78","UniRef100_Q02E55","UniRef90_Q9HTP7","UniRef50_Q9HTP7","PA14_70070","","","CDS","6247651..6250215(-)","2565","","hypothetical protein","","93.0","7.76","2.17",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_28920","YP_790468.1","116050712","","","","","","","PA14_28920","","","CDS","2500890..2502773(-)","1884","","chaperone","","68.8","6.07","-5.73",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_33910","YP_790865.1","116050318","Q02MH1","Q02MH1_PSEAB","UPI0000E44A89","UniRef100_V6AFD4","UniRef90_Q9I1A2","UniRef50_Q9I1A2","PA14_33910","","","CDS","3014295..3015569(-)","1275","","hypothetical protein","","46.7","9.68","8.69",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_38990","YP_791265.1","116049926","Q02LC1","Q02LC1_PSEAB","UPI0000E44AD2","UniRef100_Q02LC1","UniRef90_A6V6J5","UniRef50_Q88JI6","PA14_38990","","","CDS","3473759..3474922(-)","1164","","hypothetical protein","","42.0","5.98","-8.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_44570","YP_791716.1","116049481","Q02K20","Q02K20_PSEAB","UPI000045D172","UniRef100_A0A077K3C0","UniRef90_W0YPQ8","UniRef50_F5SPN1","PA14_44570","","","CDS","3967658..3968545(+)","888","","short-chain dehydrogenase","","31.5","9.67","6.62",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_03090","YP_788401.1","116053963","Q02UI5","Q02UI5_PSEAB","UPI000045D3BA","UniRef100_A0A071KWV0","UniRef90_A6UY46","UniRef50_A0A072CU72","PA14_03090","","","CDS","272125..272559(-)","435","","hypothetical protein","","15.7","5.66","-2.32",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_49530","YP_792116.1","116049082","Q02IX0","Q02IX0_PSEAB","UPI000039660D","UniRef100_Q02IX0","UniRef90_Q02IX0","UniRef50_Q9I4I6","PA14_49530","","","CDS","4405954..4406322(+)","369","","hypothetical protein","","12.6","6.23","-1.45",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08110","YP_788798.1","116054353","Q02TD8","Q02TD8_PSEAB","UPI0000396E11","UniRef100_Q02TD8","UniRef90_A6UZC8","UniRef50_A6UZC8","PA14_08110","","","CDS","696088..696198(+)","111","","hypothetical protein","","4.2","4.24","-3.02",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_54270","YP_792510.1","116048690","Q02HS6","CMOB_PSEAB","UPI000045D037","UniRef100_B7UYW8","UniRef90_Q9I5G4","UniRef50_Q483D0","PA14_54270","","","CDS","4815069..4816037(+)","969","","hypothetical protein","","36.5","6.43","-2.95",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_13050","YP_789189.1","116051968","Q02S97","Q02S97_PSEAB","UPI0000E4490A","UniRef100_Q02S97","UniRef90_B7VAJ5","UniRef50_Q4K5Q3","PA14_13050","","","CDS","1120390..1120560(+)","171","","hypothetical protein","","6.1","12.33","4.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_59060","YP_792903.1","116052588","Q02GN3","Q02GN3_PSEAB","UPI00001B257C","UniRef100_Q02GN3","UniRef90_Q02GN3","UniRef50_Q02GN3","PA14_59060","","","CDS","5260143..5260397(+)","255","","hypothetical protein","","9.6","5.90","-0.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_18050","YP_789588.1","116051574","Q02R48","Q02R48_PSEAB","UPI0000396100","UniRef100_Q02R48","UniRef90_Q9HY44","UniRef50_Q9HY44","PA14_18050","","","CDS","1549571..1549993(-)","423","","hypothetical protein","","14.3","4.97","-2.63",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_63770","YP_793289.1","116052971","Q02FJ7","Q02FJ7_PSEAB","UPI0000396EC0","UniRef100_Q02FJ7","UniRef90_Q9HUY7","UniRef50_Q9HUY7","PA14_63770","","","CDS","5684919..5685128(-)","210","","hypothetical protein","","7.4","11.44","9.12",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22890","YP_789985.1","116051184","Q02Q01","Q02Q01_PSEAB","UPI0000395FEA","UniRef100_Q02Q01","UniRef90_P27726","UniRef50_Q3ILL8","PA14_22890","","","CDS","1985515..1986519(-)","1005","gapA","glyceraldehyde-3-phosphate dehydrogenase","","36.2","6.70","-1.97",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68850","YP_793685.1","116053361","Q02EF1","Q02EF1_PSEAB","UPI000045D53E","UniRef100_Q02EF1","UniRef90_Q9HTX7","UniRef50_Q9HTX7","PA14_68850","","","CDS","6140394..6143270(-)","2877","gcvP1","glycine dehydrogenase","","104.7","6.26","-12.43",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27870","YP_790374.1","116050805","Q02NW2","Q02NW2_PSEAB","UPI00000C5817","UniRef100_W0YTS9","UniRef90_W0YTS9","UniRef50_C1DPL0","PA14_27870","","","CDS","2413674..2413937(-)","264","","hypothetical protein","","9.7","4.20","-7.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_32710","YP_790769.1","116050412","Q02MR7","Q02MR7_PSEAB","UPI00000C56ED","UniRef100_W0YRB0","UniRef90_W0YRB0","UniRef50_Q3KK39","PA14_32710","","","CDS","2840489..2841007(+)","519","","ECF subfamily RNA polymerase sigma-70 factor","","19.9","7.70","2.07",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_22250","YP_789930.1","116051239","","","","","","","PA14_22250","","","CDS","1937791..1938417(-)","627","","hypothetical protein","","23.1","5.21","-4.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_68140","YP_793631.1","116053307","Q02EK5","Q02EK5_PSEAB","UPI0000396FFA","UniRef100_Q02EK5","UniRef90_Q02EK5","UniRef50_P52600","PA14_68140","","","CDS","6080538..6082067(+)","1530","","drug efflux transporter","","54.9","7.27","0.85",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_27210","YP_790322.1","116050855","Q02P14","EFP_PSEAB","UPI00000C5843","UniRef100_A6V3N9","UniRef90_A6V3N9","UniRef50_Q8R5X5","PA14_27210","","","CDS","2364303..2364869(+)","567","efp","elongation factor P","","21.0","4.54","-7.06",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_73150","YP_794025.1","116053698","Q02DG1","Q02DG1_PSEAB","UPI000045D352","UniRef100_A0A071LFS8","UniRef90_Q9HT27","UniRef50_Q9HT27","PA14_73150","","","CDS","6514115..6514738(+)","624","","hypothetical protein","","23.7","9.58","6.83",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_31950","YP_790714.1","116050467","Q02MX2","Q02MX2_PSEAB","UPI0000395DDD","UniRef100_Q02MX2","UniRef90_Q02MX2","UniRef50_Q02MX2","PA14_31950","","","CDS","2781439..2782857(-)","1419","","two-component sensor","","51.9","7.09","0.57",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_37000","YP_791114.1","116050072","Q02LS2","Q02LS2_PSEAB","UPI00000C55C2","UniRef100_W0YQ75","UniRef90_W0YQ75","UniRef50_W0YQ75","PA14_37000","","","CDS","3294854..3295567(-)","714","cupA5","chaperone CupA5","","26.1","6.81","-0.31",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_42100","YP_791510.1","116049685","Q02KM6","Q02KM6_PSEAB","UPI00000C546C","UniRef100_W0YNW8","UniRef90_A6V790","UniRef50_G4F7A1","PA14_42100","","","CDS","3756395..3757282(-)","888","","hypothetical protein","","31.9","9.24","6.55",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_01130","YP_788250.1","116053813","Q02UY6","Q02UY6_PSEAB","UPI000045D389","UniRef100_Q02UY6","UniRef90_Q02UY6","UniRef50_Q02UY6","PA14_01130","","","CDS","110972..111205(-)","234","","hypothetical protein","","9.3","4.58","-6.29",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_47660","YP_791965.1","116049232","Q02JC1","Q02JC1_PSEAB","UPI0000396696","UniRef100_A0A022NPF6","UniRef90_A0A077JWP8","UniRef50_G8Q5K0","PA14_47660","","","CDS","4242735..4243319(-)","585","","hypothetical protein","","21.7","6.63","-1.37",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_06230","YP_788649.1","116054205","","","","","","","PA14_06230","","","CDS","548941..550668(-)","1728","","permease","","61.7","8.84","7.73",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_52440","YP_792362.1","116048837","Q02I74","Q02I74_PSEAB","UPI00000C51B5","UniRef100_W0YMS2","UniRef90_W0YMS2","UniRef50_A6VA60","PA14_52440","","","CDS","4653628..4654020(+)","393","","hypothetical protein","","14.8","4.34","-7.16",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_11100","YP_789038.1","116052118","Q02SP8","Q02SP8_PSEAB","UPI0000396286","UniRef100_Q02SP8","UniRef90_Q9HWU6","UniRef50_Q9HWU6","PA14_11100","","","CDS","961839..964895(+)","3057","cupB5","adhesive protein CupB5","","100.5","8.61","5.81",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_57275","YP_792753.1","116054417","","","","","","","PA14_57275","","","CDS","5102858..5104042(-)","1185","ftsZ","cell division protein FtsZ","","41130.6","4.71","-11.08",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_16200","YP_789437.1","116051724","Q02RJ9","Q02RJ9_PSEAB","UPI000039616D","UniRef100_Q02RJ9","UniRef90_Q02RJ9","UniRef50_Q4KHN6","PA14_16200","","","CDS","1384137..1384829(+)","693","","hypothetical protein","","26.4","4.87","-8.91",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_61960","YP_793146.1","116052829","Q02FZ0","Q02FZ0_PSEAB","UPI00000C5DC4","UniRef100_W0YZP5","UniRef90_A6VCD6","UniRef50_Q888M7","PA14_61960","","","CDS","5524691..5525989(+)","1299","","hypothetical protein","","49.2","7.31","1.28",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_21140","YP_789836.1","116051331","Q02QF0","Q02QF0_PSEAB","UPI000039604C","UniRef100_S0IJP7","UniRef90_A6V2A1","UniRef50_A6V2A1","PA14_21140","","","CDS","1828013..1828783(-)","771","","ABC transporter permease","","26.8","10.30","5.46",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_66950","YP_793536.1","116053214","Q02EV0","HIS2_PSEAB","UPI0000396FAD","UniRef100_Q02EV0","UniRef90_C1DHS6","UniRef50_Q87UY8","PA14_66950","","","CDS","5977575..5977910(+)","336","hisE","phosphoribosyl-ATP pyrophosphatase","","12.0","4.89","-5.08",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_25940","YP_790227.1","116050948","","","","","","","PA14_25940","","","CDS","2262349..2263443(-)","1095","","hypothetical protein","","39.8","11.68","21.72",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_71970","YP_793929.1","116053602","Q02DQ7","Q02DQ7_PSEAB","UPI000045D32C","UniRef100_Q02DQ7","UniRef90_Q9HTB7","UniRef50_P24174","PA14_71970","","","CDS","6414586..6416025(-)","1440","wbpW","GDP-mannose pyrophosphorylase","","52.6","6.33","-6.70",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_30770","YP_790618.1","116050563","Q02N68","Q02N68_PSEAB","UPI0000395E35","UniRef100_A0A071L2D4","UniRef90_W0YQN0","UniRef50_I3X429","PA14_30770","","","CDS","2669350..2669787(-)","438","","AsnC family transcriptional regulator","","16.4","8.04","1.14",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_35860","YP_791018.1","116050165","Q02M18","Q02M18_PSEAB","UPI000045D2A0","UniRef100_Q02M18","UniRef90_Q88J47","UniRef50_Q88J47","PA14_35860","","","CDS","3190988..3192292(+)","1305","","amino acid permease","","46192.1","8.63","6.21",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_40930","YP_791418.1","116049775","Q02KW8","Q02KW8_PSEAB","UPI000039688E","UniRef100_Q02KW8","UniRef90_Q9I2S0","UniRef50_Q9I2S0","PA14_40930","","","CDS","3649645..3650289(-)","645","","hypothetical protein","","24.0","8.45","1.20",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_46530","YP_791869.1","116049328","Q02JL7","Q02JL7_PSEAB","UPI0000E44B29","UniRef100_Q02JL7","UniRef90_Q02JL7","UniRef50_Q02JL7","PA14_46530","","","CDS","4141826..4142251(-)","426","","hypothetical protein","","16.0","8.38","4.00",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_04970","YP_788553.1","116054110","Q02U33","Q02U33_PSEAB","UPI00000C5037","UniRef100_W0YJW4","UniRef90_A6UYI9","UniRef50_A6UYI9","PA14_04970","","","CDS","438196..438396(+)","201","","sulfur carrier protein ThiS","","7.1","4.63","-3.53",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_51340","YP_792268.1","116048931","Q02IG8","Q02IG8_PSEAB","UPI0000E44B70","UniRef100_Q02IG8","UniRef90_Q02IG8","UniRef50_Q02IG8","PA14_51340","","","CDS","4562837..4563835(+)","999","mvfR","transcriptional regulator MvfR","Class 1","37.2","7.56","1.77",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_09930","YP_788942.1","116052214","Q02SZ4","Q02SZ4_PSEAB","UPI00003962D4","UniRef100_Z2DDK5","UniRef90_A6UZS2","UniRef50_A6UZS2","PA14_09930","","","CDS","853407..854207(-)","801","","exonuclease III","","30.3","6.43","-2.89",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_56040","YP_792657.1","116052346","Q02HC9","Q02HC9_PSEAB","UPI0000396330","UniRef100_S0J0K8","UniRef90_Q9HW89","UniRef50_Q9HW89","PA14_56040","","","CDS","5004141..5004902(+)","762","","hypothetical protein","","29.4","9.76","7.61",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_15050","YP_789341.1","116051817","Q02RU5","Q02RU5_PSEAB","UPI00000C5B14","UniRef100_Q9HXK6","UniRef90_Q9HXK6","UniRef50_Q9HXK6","PA14_15050","","","CDS","1276025..1276486(+)","462","","hypothetical protein","","16.2","5.82","-4.45",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_60780","YP_793052.1","116052735","Q02G84","Q02G84_PSEAB","UPI0000E44C10","UniRef100_W1MQE8","UniRef90_Q9HVJ3","UniRef50_S6KIS4","PA14_60780","","","CDS","5416996..5418189(-)","1194","","ABC transporter permease","","41.5","7.79","1.65",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_20020","YP_789741.1","116051426","Q02QP5","Q02QP5_PSEAB","UPI00000D425A","UniRef100_G3XD33","UniRef90_G3XD33","UniRef50_Q4K5N8","PA14_20020","","","CDS","1724698..1725315(+)","618","hasAp","heme acquisition protein HasAp","","20.9","4.13","-12.57",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_65720","YP_793440.1","116053120","Q02F46","Q02F46_PSEAB","UPI0000396F56","UniRef100_Z2DMI1","UniRef90_A6VD85","UniRef50_C1DGT1","PA14_65720","","","CDS","5852353..5853099(+)","747","","lipoprotein","","27.9","6.40","-2.41",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_24770","YP_790132.1","116051041","Q02PK4","Q02PK4_PSEAB","UPI00000C58E1","UniRef100_W0YS32","UniRef90_W0YS32","UniRef50_W0YS32","PA14_24770","","","CDS","2165216..2165545(-)","330","","hypothetical protein","","11.9","5.77","-1.53",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_70790","YP_793838.1","116053511","Q02DZ8","Q02DZ8_PSEAB","UPI00000C5FC5","UniRef100_A0A072ZIN0","UniRef90_A6VEH4","UniRef50_Q4K3L1","PA14_70790","","","CDS","6304285..6305187(-)","903","","two-component response regulator","","32.4","9.41","5.87",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_29570","YP_790525.1","116050655","Q02NG1","Q02NG1_PSEAB","UPI0000E44A38","UniRef100_Q02NG1","UniRef90_Q9I0G9","UniRef50_Q9I0G9","PA14_29570","","","CDS","2564087..2564671(+)","585","","hypothetical protein","","22.7","7.38","0.21",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_34680","YP_790922.1","116050261","Q02MB4","Q02MB4_PSEAB","UPI00000C5666","UniRef100_W0YPR1","UniRef90_A6V5G8","UniRef50_S0AAR0","PA14_34680","","","CDS","3079570..3080868(-)","1299","","oxidoreductase","","47.9","7.75","3.49",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_39730","YP_791322.1","116049869","Q02L64","Q02L64_PSEAB","UPI00003968E9","UniRef100_Q02L64","UniRef90_Q02L64","UniRef50_Q02L64","PA14_39730","","","CDS","3540495..3540842(+)","348","","hypothetical protein","","12.7","4.83","-3.56",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_45300","YP_791773.1","116049424","Q02JW3","Q02JW3_PSEAB","UPI00001298E6","UniRef100_Q9I3N1","UniRef90_Q9I3N1","UniRef50_Q9I3N1","PA14_45300","","","CDS","4037208..4037750(-)","543","ccmG","cytochrome C biogenesis protein CcmG","","20.1","5.26","-3.35",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_03770","YP_788457.1","116054015","Q02UC9","Q02UC9_PSEAB","UPI0000396CE4","UniRef100_W0YL56","UniRef90_Q9I6K2","UniRef50_Q9I6K2","PA14_03770","","","CDS","337768..338724(+)","957","speB1","agmatinase","","34.2","5.04","-10.65",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_50240","YP_792173.1","116049025","Q02IR3","Q02IR3_PSEAB","UPI00000C5247","UniRef100_W0YNN8","UniRef90_W0YNN8","UniRef50_W0YNN8","PA14_50240","","","CDS","4462626..4462922(-)","297","","hypothetical protein","","10.9","4.23","-6.83",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_08730","YP_788846.1","116052308","Q02T90","RL1_PSEAB","UPI00000C5C8E","UniRef100_A6UZH8","UniRef90_C1DKK2","UniRef50_Q6N4R5","PA14_08730","","","CDS","744140..744835(+)","696","rplA","50S ribosomal protein L1","","24.2","10.28","8.23",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_54930","YP_792566.1","116048634","Q02HM0","Q02HM0_PSEAB","UPI0000E44BAB","UniRef100_S0IY94","UniRef90_S0IY94","UniRef50_S0IY94","PA14_54930","","","CDS","4872096..4875437(-)","3342","","non-ribosomal peptide synthetase","","122.9","5.69","-24.90",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_13780","YP_789246.1","116051911","Q02S40","Q02S40_PSEAB","UPI00003961F5","UniRef100_A0A081HNM2","UniRef90_A0A024HBU1","UniRef50_P09152","PA14_13780","","","CDS","1183607..1187392(+)","3786","narG","respiratory nitrate reductase alpha subun","","141.0","6.74","-5.47",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_59700","YP_792960.1","116052645","Q02GH6","Q02GH6_PSEAB","UPI00001B2544","UniRef100_Q02GH6","UniRef90_Q02GH6","UniRef50_Q888Y4","PA14_59700","","","CDS","5312343..5313089(+)","747","","hypothetical protein","","27.6","8.76","3.61",""
"Pseudomonas aeruginosa UCBPP-PA14","Complete Genome","chromosome","PA14_18800","YP_789645.1","116051519","Q02QZ1","Q02QZ1_PSEAB","UPI00000C5A50","UniRef100_W0YWH1","UniRef90_W0YWH1","UniRef50_A6X3Y2","PA14_18800","","","CDS","1620687..1620881(+)","195","","hypothetical protein","","7.1","6.78","-0.36",""
